,,mean,mean,std,std
,,acc,loss,acc,loss
hepatitis,isotonic,0.71359811828,2.32537552562,0.122749995874,1.49772362492
hepatitis,sigmoid,0.814204301075,0.425828175221,0.0436539331734,0.066518476338
horse,None,0.836443271279,0.687831230627,0.0417055318284,0.261977363479
horse,beta,0.817018616282,0.445165980224,0.0408302095686,0.0481798937615
horse,beta_ab,0.836443271279,0.455459667563,0.0417055318284,0.0462301899572
horse,beta_am,0.828725571918,0.451848137904,0.037505475006,0.0432655628245
horse,isotonic,0.765579142354,4.99844525498,0.0545981978154,1.59973473382
horse,sigmoid,0.83378169862,0.430632623767,0.0415329466714,0.0596309141387
ionosphere,None,0.924233400402,0.45361937748,0.0292469110204,0.239118186662
ionosphere,beta,0.927360160966,0.226838009805,0.0320677115338,0.0451921235155
ionosphere,beta_ab,0.924233400402,0.22472683829,0.0292469110204,0.0439542658871
ionosphere,beta_am,0.928498993964,0.228489162502,0.0319681383597,0.0414395620471
ionosphere,isotonic,0.874088531187,1.43157227768,0.0530029774191,0.937692191383
ionosphere,sigmoid,0.926229376258,0.249115529907,0.0294196720541,0.073678009675
iris,None,1.0,0.126928011043,0.0,0.0
iris,beta,1.0,1.36348715491e-05,0.0,0.0
iris,beta_ab,1.0,1.38858564553e-05,0.0,0.0
iris,beta_am,1.0,1.39866919451e-05,0.0,0.0
iris,isotonic,1.0,1.11022302463e-16,0.0,0.0
iris,sigmoid,1.0,1.36348841059e-05,0.0,0.0
landsat-satellite,None,0.982036590329,0.0485289774221,0.0038534642362,0.0100282923414
landsat-satellite,beta,0.981927351438,0.0447744138474,0.00384371475228,0.00652229304232
landsat-satellite,beta_ab,0.982036590329,0.0448386958894,0.0038534642362,0.00659805356962
landsat-satellite,beta_am,0.981973874625,0.04465963496,0.00389568812034,0.00646770458636
landsat-satellite,isotonic,0.978866572086,0.379208547041,0.00408475989404,0.123031088907
landsat-satellite,sigmoid,0.981990199804,0.0645488837857,0.00370224576612,0.0114349385913
letter,None,0.98634302567,0.0372375761948,0.00141731238261,0.00199747817214
letter,beta,0.98598007593,0.0359750382239,0.00145870141157,0.00227834710423
letter,beta_ab,0.98634302567,0.0360363490527,0.00141731238261,0.00223600955428
letter,beta_am,0.985788663711,0.0366266038922,0.00138740116035,0.00226136179256
letter,isotonic,0.984797181069,0.388012117413,0.001343249572,0.0526128885394
letter,sigmoid,0.986231595341,0.0453467653916,0.00145120824718,0.00341109444551
libras-movement,None,0.976733333333,0.616825253371,0.0157141414135,0.512072693168
libras-movement,beta,0.978333333333,0.0968922418214,0.0162219581875,0.0519807131186
libras-movement,beta_ab,0.976733333333,0.0963617994039,0.0157141414135,0.0516058746169
libras-movement,beta_am,0.977733333333,0.0967820425823,0.0161264841817,0.0507988247392
libras-movement,isotonic,0.978066666667,0.637718892691,0.0159376620084,0.569514169406
libras-movement,sigmoid,0.978133333333,0.103782500542,0.015967086328,0.0532484178895
lung-cancer,None,0.944473684211,0.237980642622,0.0583742712416,0.116748542483
lung-cancer,beta,0.942473684211,0.290939336631,0.0571651371286,0.357779581806
lung-cancer,beta_ab,0.942473684211,0.2899144293,0.0571651371286,0.361149425455
lung-cancer,beta_am,0.942473684211,0.289154878582,0.0571651371286,0.358924145285
lung-cancer,isotonic,0.944473684211,1.44648130336,0.0583742712416,1.74734079306
lung-cancer,sigmoid,0.940368421053,0.290197250334,0.0569412003704,0.351276252679
mfeat-karhunen,None,0.9937,0.059621000746,0.00432246150583,0.0562811174707
mfeat-karhunen,beta,0.9934,0.0259330173822,0.00403302691814,0.0116297115965
mfeat-karhunen,beta_ab,0.9937,0.0251718331491,0.00432246150583,0.0116985185504
mfeat-karhunen,beta_am,0.99305,0.0276719334379,0.00392174731986,0.0111356597886
mfeat-karhunen,isotonic,0.99285,0.161795545974,0.00465684705458,0.130057820494
mfeat-karhunen,sigmoid,0.99355,0.0323672984827,0.0039798600119,0.0178967638899
mfeat-morphological,None,0.998,0.065233559721,0.00208248281959,0.0678850710016
mfeat-morphological,beta,0.99015,0.0480401777905,0.0541808432521,0.0729496532636
mfeat-morphological,beta_ab,0.998,0.0181136029809,0.00208248281959,0.0152505539934
mfeat-morphological,beta_am,0.9817,0.05415053463,0.0798682588737,0.0936943223911
mfeat-morphological,isotonic,0.9899,0.0800186115569,0.0268734752771,0.071251793504
mfeat-morphological,sigmoid,0.99795,0.0175826523387,0.00212432462257,0.018411915577
mfeat-zernike,None,0.9912,0.117964615992,0.00446757022032,0.080425434087
mfeat-zernike,beta,0.99145,0.0361959092107,0.00440575921786,0.0121316211284
mfeat-zernike,beta_ab,0.9912,0.0355166443348,0.00446757022032,0.0121590695195
mfeat-zernike,beta_am,0.99145,0.0357920852708,0.00452007991622,0.011677163792
mfeat-zernike,isotonic,0.98875,0.2277485602,0.00544569667213,0.12516972655
mfeat-zernike,sigmoid,0.99115,0.0446961259411,0.0044667136255,0.0184405846159
mushroom,None,0.999975369458,0.000190192219374,0.000174164231819,0.000224303427517
mushroom,beta,1.0,0.000134456555291,0.0,0.000261259355056
mushroom,beta_ab,0.999975369458,0.000151728598314,0.000174164231819,0.000281211466683
mushroom,beta_am,1.0,0.000156390007503,0.0,0.000356003346203
mushroom,isotonic,0.999975369458,0.000147882378517,0.000174164231819,0.000495873562454
mushroom,sigmoid,0.999975369458,4.58398138498e-05,0.000174164231819,0.000159823702451
optdigits,None,0.988417700653,0.0385529678136,0.00292715387035,0.00887383460433
optdigits,beta,0.988239492837,0.0357071433724,0.00291690451437,0.00543573881076
optdigits,beta_ab,0.988417700653,0.0356262067847,0.00292715387035,0.00536332937299
optdigits,beta_am,0.988559418086,0.0360156343172,0.00266253448683,0.00544568755003
optdigits,isotonic,0.986335496612,0.314132165008,0.00413129707114,0.11238187223
optdigits,sigmoid,0.988363923689,0.046352609738,0.00306553970289,0.00974780980992
page-blocks,None,0.962124059423,0.0995625685769,0.00544071202069,0.0154256017108
page-blocks,beta,0.961996622899,0.0945589901883,0.00539160561922,0.0104966056144
page-blocks,beta_ab,0.962124059423,0.0949466850651,0.00544071202069,0.0103465462781
page-blocks,beta_am,0.962179071321,0.095096033342,0.00552240266491,0.0106227806927
page-blocks,isotonic,0.95074128031,0.68557707687,0.00754313360101,0.208533010062
page-blocks,sigmoid,0.962069498854,0.118057147949,0.00542963332364,0.0143014135726
pendigits,None,0.993459205911,0.018510690054,0.00131085532763,0.0034281852526
pendigits,beta,0.993550259805,0.0184385516829,0.00125374162575,0.00272665024613
pendigits,beta_ab,0.993459205911,0.0185046147067,0.00131085532763,0.00269938052202
pendigits,beta_am,0.993531957958,0.0186094945629,0.00130900426517,0.00266419702858
pendigits,isotonic,0.992449245212,0.146654985407,0.00141708918781,0.0478406849031
pendigits,sigmoid,0.993541181287,0.0247530462627,0.0012101789875,0.00472079417838
scene-classification,None,0.829866758755,0.410010437826,0.0150126591624,0.0316459217065
scene-classification,beta,0.830614335409,0.378649309989,0.0153338498216,0.0146897145635
scene-classification,beta_ab,0.829866758755,0.381752970564,0.0150126591624,0.0154073932784
scene-classification,beta_am,0.831030309794,0.379024275987,0.0152825042603,0.0143919971714
scene-classification,isotonic,0.800662777164,4.80561313383,0.00894898839383,0.633831477546
scene-classification,sigmoid,0.831653406918,0.393018750796,0.0155577130056,0.0182037598253
segment,None,0.997229437229,0.0259405363929,0.00223149270905,0.0326090956164
segment,beta,0.9970995671,0.0127670626025,0.00233901987002,0.010729571738
segment,beta_ab,0.997229437229,0.0115125882651,0.00223149270905,0.00884060119722
segment,beta_am,0.997056277056,0.0121128655073,0.0023040118751,0.00853231043467
segment,isotonic,0.997056277056,0.0646787387801,0.00250291977054,0.0634913322436
segment,sigmoid,0.9970995671,0.0162528579406,0.00233901987002,0.0124737994412
shuttle,None,0.999958621029,0.000329568778651,6.16385061646e-05,0.00128760886051
shuttle,beta,0.99995960659,0.000277212235956,6.02816735817e-05,0.000500179023675
shuttle,beta_ab,0.999958621029,0.000279437911864,6.16385061646e-05,0.000501854090098
shuttle,beta_am,0.999957635953,0.000285083141986,6.13566425537e-05,0.000505902279275
shuttle,isotonic,0.999918227911,0.00174153180445,7.00958219816e-05,0.00219887589968
shuttle,sigmoid,0.999955665995,0.000358306833769,6.39170651498e-05,0.000521343646468
sonar,None,0.831724873727,1.4399677053,0.0547544052379,0.772890133516
sonar,beta,0.832631877482,0.406781510443,0.0578299336429,0.0673819669608
sonar,beta_ab,0.831724873727,0.405898061458,0.0547544052379,0.0657624108945
sonar,beta_am,0.835581395349,0.408000449349,0.0580014866227,0.0643015593538
sonar,isotonic,0.747551792129,3.58969478962,0.0630041301104,1.81875575064
sonar,sigmoid,0.832700483483,0.441061981485,0.0549223404579,0.0843850448061
spambase,None,0.939469753627,0.168349045388,0.00678380865156,0.0173836623011
spambase,beta,0.939622045867,0.168055763932,0.00651038276453,0.0149788821353
spambase,beta_ab,0.939469753627,0.168313143807,0.00678380865156,0.0149084211928
spambase,beta_am,0.939687286965,0.168338654499,0.00654028512596,0.0150288763051
spambase,isotonic,0.928100718455,1.47007994914,0.0104112196853,0.251355506463
spambase,sigmoid,0.939817674643,0.175738971603,0.00678480203122,0.0162283944965
tic-tac,None,0.838711235973,0.379277261108,0.0195378031525,0.0226294098946
tic-tac,beta,0.834747375417,0.33819067608,0.0255202647359,0.0374045905498
tic-tac,beta_ab,0.838711235973,0.348793713666,0.0195378031525,0.0350039628436
tic-tac,beta_am,0.833704612348,0.337722077543,0.026358104303,0.0374084318585
tic-tac,isotonic,0.779942071544,2.2153126113,0.0360203679292,0.835076875251
tic-tac,sigmoid,0.836103734888,0.343879590774,0.0265992148104,0.0391761838455
vehicle,None,0.978968662533,0.0910726429167,0.00975300018767,0.0545934445162
vehicle,beta,0.977660472829,0.0714792962868,0.00878957814381,0.0212041497197
vehicle,beta_ab,0.978968662533,0.0704062495746,0.00975300018767,0.0207605703752
vehicle,beta_am,0.978015560284,0.0710437363215,0.00947033801475,0.0197581762272
vehicle,isotonic,0.971984939821,0.57033781623,0.0124541587629,0.368824155917
vehicle,sigmoid,0.978135992034,0.0857170770034,0.00940486510232,0.028984484881
vowel,None,0.973333333333,0.086437092185,0.00935394451408,0.0425237213264
vowel,beta,0.973232323232,0.0783204749639,0.0118224888948,0.021543193381
vowel,beta_ab,0.973333333333,0.0785608267148,0.00935394451408,0.0191975665731
vowel,beta_am,0.973939393939,0.0780176929649,0.0108157747194,0.0199937619689
vowel,isotonic,0.967272727273,0.609304779375,0.0118660001257,0.359352919982
vowel,sigmoid,0.974545454545,0.092639994409,0.00906682717022,0.0268675221753
waveform-5000,None,0.880537883738,0.26713770965,0.00886658729114,0.0199762481765
waveform-5000,beta,0.881198484098,0.261362418142,0.00890271398983,0.0149738832795
waveform-5000,beta_ab,0.880537883738,0.261587441654,0.00886658729114,0.0150656388561
waveform-5000,beta_am,0.880738103918,0.261612599448,0.00876511376461,0.0149442810905
waveform-5000,isotonic,0.860058606799,2.70718167762,0.0130827555036,0.314555413257
waveform-5000,sigmoid,0.881118603939,0.287146035841,0.00893191436171,0.0180141917831
wdbc,None,0.970642554829,0.333074561142,0.0169623809992,0.277385339819
wdbc,beta,0.968891111966,0.092973330834,0.0193272700709,0.0389745244672
wdbc,beta_ab,0.970642554829,0.0919450331906,0.0169623809992,0.0363075312486
wdbc,beta_am,0.967670642555,0.0940876651002,0.0191460422017,0.0363167184283
wdbc,isotonic,0.963096575606,0.810234189204,0.0211949317974,0.5060641381
wdbc,sigmoid,0.970465563678,0.122629449482,0.0165978326147,0.0538288087202
wpbc,None,0.754169365722,1.21390132884,0.0517681961473,0.413738144472
wpbc,beta,0.769217948718,0.507441268556,0.0241551987693,0.0319005068391
wpbc,beta_ab,0.74954048583,0.531991049017,0.0489681843382,0.0378917509054
wpbc,beta_am,0.765587044534,0.507663854939,0.0195516941874,0.0265398568961
wpbc,isotonic,0.762495276653,7.42182632938,0.0138310929213,1.21380220405
wpbc,sigmoid,0.761390013495,0.510400778899,0.0327306033812,0.0355930217907
yeast,None,0.725503581316,0.516071164794,0.0216235756211,0.0281931262476
yeast,beta,0.724693855949,0.515346682514,0.0218063402216,0.0226281029192
yeast,beta_ab,0.725503581316,0.515357768906,0.0216235756211,0.0227954794089
yeast,beta_am,0.722542475425,0.515817642175,0.0198944153921,0.0223561523091
yeast,isotonic,0.690691252808,7.47339222914,0.00691711994606,1.47964799725
yeast,sigmoid,0.725429861581,0.520680955076,0.0210804868948,0.0224382840873
zoo,None,1.0,0.126928011043,0.0,1.18952466924e-17
zoo,beta,1.0,0.00770235653614,0.0,0.0126977869451
zoo,beta_ab,1.0,0.00770254087617,0.0,0.0126974434626
zoo,beta_am,1.0,0.0077023101104,0.0,0.0126972902381
zoo,isotonic,1.0,0.00947141111053,0.0,0.0171013927583
zoo,sigmoid,1.0,0.00770175609027,0.0,0.0126968264645
