,,mean,mean,std,std
,,acc,loss,acc,loss
letter,beta_ab,0.991837264761,0.0223193434041,0.000980914664607,0.00296179597959
letter,beta_am,0.991848680654,0.0224409981468,0.000951836142133,0.00298646993813
letter,isotonic,0.991677415556,0.0224209440734,0.00101644238158,0.00346201036337
letter,sigmoid,0.991851531297,0.0224848054307,0.000963050077745,0.0029335472297
libras-movement,None,0.975533333333,0.354148265245,0.0160866418295,0.0520907185555
libras-movement,beta,0.9728,0.180504029293,0.0194873061771,0.0779924637911
libras-movement,beta_ab,0.975533333333,0.147734402287,0.0160866418295,0.0598523820158
libras-movement,beta_am,0.974333333333,0.172792907301,0.016388840847,0.0373391916125
libras-movement,isotonic,0.961666666667,0.237717164443,0.0513679095498,0.200101915948
libras-movement,sigmoid,0.973333333333,0.180286053383,0.0185408784133,0.0748437001744
lung-cancer,None,0.948789473684,1.8458144604,0.0551548988207,1.98798405581
lung-cancer,beta,0.940473684211,0.212394164757,0.0535892728492,0.198435602873
lung-cancer,beta_ab,0.940473684211,0.212419423844,0.0535892728492,0.198675826844
lung-cancer,beta_am,0.940473684211,0.203927943971,0.0535892728492,0.180128412811
lung-cancer,isotonic,0.939421052632,0.316656382252,0.0518292497433,0.522240178602
lung-cancer,sigmoid,0.938368421053,0.215150312791,0.053269734844,0.202882453814
mfeat-karhunen,None,0.9922,0.498528228928,0.00433424898751,0.0205566455413
mfeat-karhunen,beta,0.99115,0.0351789646617,0.00468959986979,0.0119919853297
mfeat-karhunen,beta_ab,0.9922,0.0330756699386,0.00433424898751,0.0122477207571
mfeat-karhunen,beta_am,0.9912,0.0363546313398,0.00469041575982,0.0123585177381
mfeat-karhunen,isotonic,0.99065,0.0468760973466,0.00491794921586,0.0586905696591
mfeat-karhunen,sigmoid,0.9913,0.0360890444297,0.00463570878274,0.0122218439659
mfeat-morphological,None,0.9972,0.151158866026,0.00212132034356,0.0657256065226
mfeat-morphological,beta,0.9956,0.0916630671019,0.0139748316043,0.0822572044037
mfeat-morphological,beta_ab,0.9972,0.04684431288,0.00212132034356,0.0263484139501
mfeat-morphological,beta_am,0.99745,0.126653654828,0.00234139762901,0.108948162397
mfeat-morphological,isotonic,0.98385,0.111995630937,0.0343905020704,0.0558483420972
mfeat-morphological,sigmoid,0.98945,0.0941488311156,0.056607514645,0.133034502153
mfeat-zernike,None,0.9907,0.430901593486,0.00434600449862,0.0346064410251
mfeat-zernike,beta,0.99065,0.0447531431014,0.00462386224285,0.01086672989
mfeat-zernike,beta_ab,0.9907,0.0429924597006,0.00434600449862,0.0121008855632
mfeat-zernike,beta_am,0.99065,0.0478327654529,0.004568358344,0.0125270449045
mfeat-zernike,isotonic,0.99025,0.0574684080935,0.00487732152991,0.0305454935583
mfeat-zernike,sigmoid,0.9905,0.0465307216755,0.00457366016959,0.0116854213707
mushroom,None,1.0,0.540516101007,0.0,0.00590489187041
mushroom,beta,1.0,0.00114809210107,0.0,0.00788684422919
mushroom,beta_ab,1.0,6.68597312725e-05,0.0,0.000246869062319
mushroom,beta_am,1.0,0.00109908694572,0.0,0.00753885700822
mushroom,isotonic,1.0,0.000750126558611,0.0,0.00483695945176
mushroom,sigmoid,1.0,0.00113813607936,0.0,0.00790912005485
optdigits,None,0.988417446909,0.601060636342,0.00294007418881,0.00694373256751
optdigits,beta,0.988488559401,0.0445954627801,0.00268667240992,0.00849265282569
optdigits,beta_ab,0.988399573808,0.0418997685165,0.00296507516579,0.00752936744229
optdigits,beta_am,0.988470971481,0.0452881220905,0.00271878747047,0.00892160773975
optdigits,isotonic,0.988275174281,0.0456503842896,0.00309466611396,0.0159861684161
optdigits,sigmoid,0.988470971481,0.0452189140613,0.00271878747047,0.00884425340433
page-blocks,None,0.967807260145,0.666303358173,0.00491263403361,0.00119151255204
page-blocks,beta,0.965468286169,0.109114702196,0.00478033612191,0.0143455795333
page-blocks,beta_ab,0.967386900625,0.102953242866,0.00504885265768,0.0124662805791
page-blocks,beta_am,0.965395243382,0.109775006404,0.00479292814409,0.0146825050957
page-blocks,isotonic,0.967971593711,0.0978554536451,0.00459048362166,0.0193344785378
page-blocks,sigmoid,0.965322233924,0.109817466747,0.00478625664811,0.0146078011074
pendigits,None,0.99666125143,0.484373332158,0.00097096268887,0.0133450081134
pendigits,beta,0.996588490964,0.017843000001,0.00101600542744,0.00472028091005
pendigits,beta_ab,0.996224084574,0.0187662528072,0.00208070603695,0.00596561859878
pendigits,beta_am,0.996542999158,0.0182019093377,0.00105972819774,0.00497907251907
pendigits,isotonic,0.996633970464,0.0185470545766,0.00116236308372,0.00928037855085
pendigits,sigmoid,0.996552102481,0.0181738768319,0.00106404842956,0.00491156911767
scene-classification,None,0.814080897048,0.657872558977,0.0165865717511,0.00972603661499
scene-classification,beta,0.80727021887,0.426050139367,0.0092643986317,0.0170042144999
scene-classification,beta_ab,0.806026698499,0.455969180985,0.0267230324594,0.102940387472
scene-classification,beta_am,0.805899283779,0.427618336067,0.00978690221204,0.0172818758707
scene-classification,isotonic,0.815825279357,0.418730226945,0.0123528076341,0.0365593520801
scene-classification,sigmoid,0.805816296228,0.427518196862,0.00982136992678,0.0172137562113
segment,None,0.997532467532,0.289358871052,0.00190662832523,0.0261981326351
segment,beta,0.997445887446,0.0124625645295,0.00225917185623,0.00856754040426
segment,beta_ab,0.997532467532,0.0108821983122,0.00190662832523,0.00683814913681
segment,beta_am,0.997575757576,0.0130387046875,0.00212617358536,0.00925514074491
segment,isotonic,0.997402597403,0.02569055468,0.00218647736916,0.0371994869964
segment,sigmoid,0.997532467532,0.0125667841108,0.00214274782178,0.00919414079891
shuttle,None,0.999977340726,0.48725406744,5.09495173741e-05,0.0182474542857
shuttle,beta,0.999975370477,0.000434503216449,5.09883199009e-05,0.00128995157901
shuttle,beta_ab,0.999977340726,0.000314883948438,5.09495173741e-05,0.000951081657014
shuttle,beta_am,0.999977341018,0.000480876287119,5.09493622293e-05,0.00150392855966
shuttle,isotonic,0.99997635565,0.00163845367929,5.09786110368e-05,0.00581499488911
shuttle,sigmoid,0.99997635565,0.000471484648625,5.09786110368e-05,0.0012795760968
sonar,None,0.815683764147,0.634686231256,0.0620074836213,0.0074042176627
sonar,beta,0.815173810874,0.434597025874,0.0652566279626,0.0665666893736
sonar,beta_ab,0.815683764147,0.430510426457,0.0620074836213,0.0684397938932
sonar,beta_am,0.814220889717,0.436340134569,0.0666166095238,0.0676531669279
sonar,isotonic,0.806404937471,0.482368839991,0.0624913602773,0.22606324611
